Geneid	Br57_CTC__2
LOC284561	0
TRNAH9	0
LOC101929325	0
TRNAH7	0
TRNAQ3	0
MIR5087	0
LOC102724893	0
RNVU1-10	0
MIR6077-2	0
RP6-206I17.2	0
RNVU1-3	0
LINC01138	8
PPIAL4G	0
TRNAN5-2	0
NBPF14	14
LOC100996763	33
NUDT4P1	0
LOC100996517	0
PDE4DIP	54
LOC101929787	0
NBPF9	0
LOC101060398	0
LOC101929790	0
LOC102723348	0
LOC730257	0
LOC653513	0
LOC100996761	0
LOC102723367	0
LOC100996716	0
LOC100996717	0
LOC102723816	0
NBPF19	16
TRNAN-GUU-6	0
PPIAL4C	0
LOC102723863	2
LOC642441	0
LINC00869	0
TRNAN22-2	0
LOC101927520	0
FAM231D	0
TRNAV22	0
LOC102723955	0
TRNAN8	0
HIST2H2BF	0
FCGR1A	0
LOC101927767	0
HIST2H3D	0
HIST2H4A	0
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BC	0
HIST2H2AA4	0
HIST2H3A	0
HIST2H4B	0
HIST2H2BE	271
HIST2H2AC	24
HIST2H2AB	0
BOLA1	38
SV2A	0
SF3B4	196
MTMR11	0
OTUD7B	75
VPS45	23
PLEKHO1	0
ANP32E	0
CA14	9
APH1A	1687
C1orf54	1
C1orf51	0
MRPS21	144
PRPF3	160
RPRD2	257
TARS2	63
MIR6878	0
ECM1	0
LINC00568	0
ADAMTSL4	0
MIR4257	0
ADAMTSL4-AS1	14
MCL1	1139
ENSA	800
LOC102724012	4
GOLPH3L	720
HORMAD1	99
CTSS	0
CTSK	52
ARNT	368
LOC100996521	0
SETDB1	181
CERS2	641
ANXA9	2
FAM63A	0
PRUNE	272
BNIPL	0
C1orf56	228
CDC42SE1	654
MLLT11	0
GABPB2	2
SEMA6C	0
TNFAIP8L2	0
TNFAIP8L2-SCNM1	212
LYSMD1	11
SCNM1	241
TMOD4	0
VPS72	154
PIP5K1A	46
PSMD4	299
LOC100507670	0
ZNF687	158
PI4KB	120
RFX5	3
LOC101927886	12
SELENBP1	41
PSMB4	220
POGZ	32
CGN	0
TUFT1	88
MIR554	0
SNX27	125
CELF3	0
RIIAD1	0
MRPL9	3
OAZ3	0
TDRKH	0
LOC101927929	0
LINGO4	0
RORC	0
C2CD4D	0
LOC100132111	0
THEM5	0
THEM4	0
S100A10	533
NBPF18P	0
S100A11	508
LOC101927949	0
LOC100131107	0
TCHHL1	0
TCHH	0
RPTN	0
HRNR	0
FLG	0
FLG-AS1	0
FLG2	0
CRNN	0
LCE5A	0
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
LOC101927988	0
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	0
SPRR2D	0
SPRR2A	0
SPRR2B	0
SPRR2E	0
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	0
PRR9	0
LOR	0
PGLYRP3	0
PGLYRP4	56
S100A9	6052
S100A12	0
S100A8	1460
S100A7A	4597
S100A7L2	0
S100A7	7667
S100A6	5081
S100A5	0
S100A4	0
S100A3	0
S100A2	0
S100A16	1127
S100A14	449
S100A13	103
S100A1	0
CHTOP	41
SNAPIN	29
ILF2	341
TRNAM3	0
NPR1	0
MIR8083	0
INTS3	14
SLC27A3	0
GATAD2B	14
LOC101928059	0
DENND4B	0
CRTC2	66
SLC39A1	198
MIR6737	3
CREB3L4	528
JTB	293
RAB13	14
RPS27	78
NUP210L	0
MIR5698	0
TPM3	314
MIR190B	0
C1orf189	0
C1orf43	233
UBAP2L	147
HAX1	28
AQP10	0
ATP8B2	0
LOC101928101	0
IL6R	0
SHE	0
TDRD10	0
UBE2Q1	64
CHRNB2	0
ADAR	214
KCNN3	0
PMVK	57
PBXIP1	2
PYGO2	38
LOC101928120	7
SHC1	96
CKS1B	9
MIR4258	0
FLAD1	61
LENEP	0
ZBTB7B	49
DCST2	25
DCST1	48
RP11-307C12.11	101
ADAM15	900
EFNA4	336
EFNA3	10
EFNA1	1285
SLC50A1	116
DPM3	69
KRTCAP2	356
TRIM46	0
MUC1	1055
MIR92B	0
THBS3	23
MTX1	138
GBAP1	2
GBA	79
FAM189B	64
SCAMP3	662
CLK2	100
HCN3	69
PKLR	0
FDPS	52
RUSC1-AS1	7
RUSC1	62
ASH1L	155
MIR555	0
POU5F1P4	0
ASH1L-AS1	36
MSTO1	4
YY1AP1	51
DAP3	107
MSTO2P	1
GON4L	29
SYT11	0
RIT1	11
KIAA0907	0
SNORA42	0
SCARNA4	0
RXFP4	0
ARHGEF2	54
MIR6738	1
SSR2	340
UBQLN4	1
LAMTOR2	0
RAB25	83
MEX3A	0
LMNA	1089
SEMA4A	0
SLC25A44	0
PMF1-BGLAP	21
PMF1	45
BGLAP	0
PAQR6	0
SMG5	160
TMEM79	0
C1orf85	0
VHLL	0
CCT3	134
TSACC	7
RHBG	0
C1orf61	0
MIR9-1	0
MEF2D	28
LOC102724180	0
IQGAP3	0
TTC24	0
APOA1BP	11
GPATCH4	44
LOC101928177	0
HAPLN2	0
BCAN	0
NES	0
CRABP2	652
ISG20L2	5
RRNAD1	0
MRPL24	20
HDGF	194
LOC102724206	0
PRCC	97
SH2D2A	0
NTRK1	0
INSRR	0
PEAR1	0
LRRC71	0
ARHGEF11	42
MIR765	0
LOC102724222	0
ETV3L	0
ETV3	96
CYCSP52	0
RP11-85G21.2	0
FCRL5	0
FCRL4	0
FCRL3	0
FCRL2	0
FCRL1	0
CD5L	0
KIRREL	0
RP11-404O13.1	0
CD1D	0
CD1A	0
CD1C	0
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	0
PYHIN1	0
IFI16	41
AIM2	0
LOC102724240	0
TRNAR16	0
CADM3	0
LOC100131825	0
DARC	0
FCER1A	0
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
LOC101928264	0
DUSP23	178
FCRL6	0
SLAMF8	0
C1orf204	0
VSIG8	0
CCDC19	0
TAGLN2	5371
IGSF9	317
SLAMF9	0
LINC01133	14
PIGM	268
KCNJ10	0
KCNJ9	0
IGSF8	454
ATP1A2	0
ATP1A4	0
CASQ1	0
RP11-536C5.7	25
PEA15	262
DCAF8	222
PEX19	273
LOC101928319	7
COPA	809
SUMO1P3	6
NCSTN	171
NHLH1	0
VANGL2	57
SLAMF6	0
CD84	0
SLAMF1	0
CD48	0
SLAMF7	0
LY9	0
CD244	0
ITLN1	0
RP11-544M22.1	0
ITLN2	0
F11R	1699
TSTD1	434
USF1	15
ARHGAP30	121
PVRL4	1577
KLHDC9	42
PFDN2	144
NIT1	55
DEDD	94
UFC1	478
USP21	98
PPOX	49
B4GALT3	222
ADAMTS4	21
NDUFS2	560
FCER1G	0
APOA2	0
TOMM40L	0
MIR5187	0
NR1I3	0
PCP4L1	0
MPZ	0
SDHC	13
C1orf192	0
TRNAV29	0
TRNAE23	0
TRNAN32	0
TRNAG7	0
TRNAD18	0
TRNAL38	0
TRNAG30	0
TRNAE13	0
TRNAG24	0
TRNAD11	0
TRNAL5	0
TRNAG23	0
TRNAE22	0
TRNAG13	0
TRNAD13	0
TRNAL30	0
TRNAG21	0
TRNAE18	0
TRNAG17	0
TRNAD6	0
TRNAL35	0
TRNAG15	0
TRNAE5	0
TRNAG9	0
TRNAD5	0
TRNAL14	0
TRNAG25	0
FCGR2A	0
TRNAG31	0
HSPA6	57
TRNAL6	0
TRNAG8	0
TRNAN14	0
FCGR3A	0
FCGR2C	0
HSPA7	0
TRNAL3	0
FCGR3B	0
FCGR2B	0
RPL31P11	1
FCRLA	0
FCRLB	0
DUSP12	84
LOC102724329	0
ATF6	160
OLFML2B	0
NOS1AP	0
MIR4654	0
MIR556	0
C1orf111	0
C1orf226	0
SH2D1B	0
UHMK1	204
LOC102724358	0
UAP1	373
DDR2	5
HSD17B7	0
C1orf110	0
RGS4	0
RGS5	0
RP11-267N12.1	0
NUF2	0
LOC100422212	0
PBX1	57
LOC102724387	0
RP11-506O24.1	0
LMX1A	0
RXRG	0
RP11-280O1.2	0
LRRC52	0
MGST3	465
ALDH9A1	0
LOC440700	0
TMCO1	127
RP11-466F5.8	11
UCK2	57
MIR3658	3
FAM78B	0
MIR921	0
FMO9P	0
POGK	186
TADA1	318
LOC101928459	0
ILDR2	0
MAEL	0
GPA33	0
DUSP27	0
LOC101928484	0
POU2F1	134
CD247	0
LOC101928512	0
CREG1	109
LOC102724466	0
RCSD1	0
TRNAP11	0
TRNAP4	0
MPZL1	840
ADCY10	0
MPC2	608
DCAF6	121
MIR1255B2	0
GPR161	1
TIPRL	203
SFT2D2	177
ANKRD36BP1	70
TBX19	0
MIR557	0
RP5-968D22.1	0
RP5-968D22.3	0
XCL2	0
XCL1	0
DPT	0
LINC00626	0
LINC00970	0
LOC101928596	0
ATP1B1	21
NME7	12
BLZF1	0
CCDC181	0
SLC19A2	0
F5	0
SELP	0
SELL	0
SELE	0
LOC101928628	0
METTL18	0
C1orf112	0
SCYL3	0
KIFAP3	0
METTL11B	0
MIR3119-1	0
MIR3119-2	0
LINC01142	0
RP11-576I22.2	0
GORAB	0
PRRX1	0
MROH9	0
FMO3	0
MIR1295A	0
MIR1295B	0
FMO6P	0
FMO2	0
FMO1	0
FMO4	0
TOP1P1	0
PRRC2C	408
MYOC	0
VAMP4	0
METTL13	12
DNM3	13
DNM3OS	0
MIR214	0
MIR3120	0
MIR199A2	0
LOC102724541	0
LOC102724528	0
C1orf105	0
PIGC	105
SUCO	73
FASLG	0
TNFSF18	0
TNFSF4	0
LOC100506023	0
LOC102724568	0
LOC101928673	0
PRDX6	4
SLC9C2	0
ANKRD45	0
LOC730159	0
KLHL20	16
CENPL	0
DARS2	91
GAS5-AS1	2
GAS5	97
SNORD81	0
SNORD47	5
SNORD80	0
SNORD79	2
SNORD78	0
SNORD44	1
SNORD77	0
SNORD76	0
SNORD75	2
SNORD74	0
ZBTB37	0
SERPINC1	0
RC3H1	72
LOC102724601	0
RABGAP1L	50
GPR52	0
RP1-102G20.5	0
LOC102724578	0
CACYBP	124
MRPS14	9
TNN	0
KIAA0040	310
TNR	0
LOC101928727	0
RP11-222A5.1	0
RFWD2	62
SCARNA3	0
PAPPA2	0
LOC102724649	0
ASTN1	0
MIR488	0
BRINP2	27
LOC102724661	0
RP11-63B19.1	0
SEC16B	2
LOC730102	0
RASAL2-AS1	0
RASAL2	130
LINC00083	0
LOC101928866	0
TEX35	0
C1orf220	0
MIR4424	0
LOC646976	6
RALGPS2	46
ANGPTL1	0
LOC102724754	0
FAM20B	0
TOR3A	0
ABL2	7
SOAT1	61
AXDND1	0
NPHS2	0
TDRD5	0
FAM163A	0
TOR1AIP2	59
TOR1AIP1	197
LOC101928933	0
CEP350	27
QSOX1	319
FLJ23867	1
LHX4	0
RP5-1180C10.2	0
ACBD6	112
MIR3121	0
XPR1	0
KIAA1614	1
LOC102724791	0
STX6	72
MR1	0
IER5	5
RP11-540K16.1	0
GM140	0
CACNA1E	0
ZNF648	0
GS1-122H1.2	0
GLUL	634
TEDDM1	0
LINC00272	0
RGSL1	0
RNASEL	0
RGS16	0
LOC284648	0
RGS8	0
NPL	0
DHX9	425
SHCBP1L	9
LAMC1	38
LAMC2	234
NMNAT2	46
SMG7-AS1	0
SMG7	28
NCF2	0
ARPC5	45
RGL1	0
APOBEC4	0
COLGALT2	0
TSEN15	0
LOC102724830	0
LOC102724846	0
C1orf21	0
LOC102724857	0
LOC101929044	0
EDEM3	54
FAM129A	0
LOC101929069	0
RNF2	63
TRMT1L	0
SWT1	0
IVNS1ABP	42
LOC102724641	0
GS1-279B7.1	0
LOC102724897	0
GS1-204I12.1	0
HMCN1	0
PRG4	0
TPR	50
C1orf27	140
OCLM	0
LOC102724919	0
PDC	0
PTGS2	0
PLA2G4A	0
LOC101929766	0
BRINP3	43
RP11-547I7.2	0
RP11-463J7.2	5
RGS18	0
RGS21	0
RGS1	0
RGS13	0
MIR4426	118
RGS2	0
LOC102724954	0
UCHL5	71
TROVE2	83
GLRX2	33
CDC73	81
LOC101929160	0
MIR1278	0
B3GALT2	0
LOC101929184	0
LOC102723336	0
KCNT2	0
MIR4735	0
CFH	0
CFHR3	0
CFHR1	0
CFHR4	0
CFHR2	0
CFHR5	0
F13B	0
ASPM	0
ZBTB41	12
CRB1	0
DENND1B	73
C1orf53	0
LHX9	0
NEK7	0
ATP6V1G3	0
PTPRC	0
MIR181A1HG	0
MIR181B1	0
MIR181A1	0
FLJ43585	0
NR5A2	0
LINC00862	0
ZNF281	195
KIF14	0
DDX59	45
RP11-92G12.3	0
CAMSAP2	9
GPR25	0
C1orf106	0
MROH3P	0
KIF21B	0
LOC101929305	0
CACNA1S	0
ASCL5	0
TMEM9	215
IGFN1	0
PKP1	0
LOC101929326	0
TNNT2	0
LAD1	190
LOC101929343	6
TNNI1	0
LOC101929367	0
PHLDA3	38
CSRP1	188
RPS10P7	0
NAV1	0
IPO9-AS1	38
MIR5191	0
MIR1231	0
IPO9	309
MIR6739	0
SHISA4	0
LMOD1	0
TIMM17A	357
RNPEP	26
LOC102723465	40
MIR6740	0
ELF3	1223
GPR37L1	0
ARL8A	13
PTPN7	0
PTPRVP	0
LGR6	0
LOC101929388	0
UBE2T	0
PPP1R12B	10
SYT2	0
LOC101926929	0
KDM5B	1083
PCAT6	68
LOC102723494	0
LOC641515	0
RP11-480I12.7	1
RABIF	158
KLHL12	19
ADIPOR1	894
CYB5R1	802
LOC100506747	0
TMEM183A	98
PPFIA4	0
MYOG	0
ADORA1	0
MYBPH	0
CHI3L1	0
CHIT1	0
RP11-134P9.3	0
LINC01136	0
BTG2	0
FMOD	0
LOC102723529	0
PRELP	0
OPTC	0
ATP2B4	92
SNORA77	5
LINC00260	4
LOC102723543	0
LAX1	0
ZC3H11A	211
ZBED6	107
SNRPE	84
LINC00303	0
SOX13	8
ETNK2	8
LOC101929441	0
REN	0
KISS1	0
GOLT1A	0
PLEKHA6	0
LINC00628	0
PPP1R15B	256
PIK3C2B	0
TRNAK16	0
TRNAK34	0
MDM4	559
LRRN2	0
NFASC	0
CNTN2	0
TMEM81	0
RBBP5	174
DSTYK	77
TMCC2	0
LOC101929459	0
NUAK2	0
KLHDC8A	0
LOC102724743	0
LEMD1-AS1	0
LEMD1	0
BLACAT1	0
MIR135B	0
RP11-576D8.4	0
TRNAK11	0
CDK18	0
LOC284578	0
MFSD4	0
ELK4	33
SLC45A3	0
NUCKS1	117
RAB7L1	38
SLC41A1	84
LOC101059976	1
PM20D1	0
LOC284581	0
SLC26A9	0
RAB7B	0
CTSE	0
C1orf186	0
LOC100505650	0
AVPR1B	0
FAM72A	0
SRGAP2	0
IKBKE	272
MIR6769B	0
RASSF5	1
EIF2D	0
DYRK3	0
MAPKAPK2	75
IL10	0
IL19	0
IL20	0
IL24	0
FAIM3	0
PIGR	173
FCAMR	0
C1orf116	0
YOD1	45
PFKFB2	0
C4BPB	0
C4BPA	0
CD55	247
LOC101929363	0
CR2	0
CR1	0
CR1L	0
CD46	767
MIR29C	0
MIR29B2	0
LOC101929385	0
LOC148696	0
CD34	0
PLXNA2	0
LOC100509303	0
LOC101929476	0
MIR205HG	0
MIR205	0
CAMK1G	0
LAMB3	0
MIR4260	0
LOC101930114	0
G0S2	0
HSD11B1	0
TRAF3IP3	0
C1orf74	4
IRF6	295
DIEXF	178
SYT14	0
SERTAD4-AS1	0
SERTAD4	55
HHAT	0
KCNH1	0
KCNH1-IT1	0
RCOR3	52
TRAF5	61
LINC00467	0
RD3	0
SLC30A1	0
NEK2	0
RP11-122M14.1	0
LPGAT1	73
LOC102723727	0
INTS7	0
DTL	0
RPL21P28	3
MIR3122	0
RP11-15I11.3	0
PPP2R5A	91
SNORA16B	7
TMEM206	133
NENF	30
RP11-61J19.3	0
ATF3	48
FAM71A	0
LOC102723761	0
BATF3	0
NSL1	98
TATDN3	19
C1orf227	0
FLVCR1-AS1	45
FLVCR1	21
VASH2	0
ANGEL2	63
RPS6KC1	414
PROX1-AS1	0
LINC00538	0
PROX1	0
LOC102723802	0
SMYD2	47
PTPN14	0
CENPF	0
KCNK2	0
LOC101929612	0
KCTD3	106
USH2A	0
LOC102723833	0
ESRRG	0
GPATCH2	0
SPATA17	0
LINC00210	0
RP11-152L7.2	0
RRP15	16
RP11-224O19.2	8
TGFB2	29
RP11-135J2.4	0
LYPLAL1	0
LOC101929666	0
LOC101929648	0
LOC102723886	0
LOC101929713	0
LOC101929689	0
SLC30A10	0
EPRS	213
BPNT1	5
IARS2	107
MIR215	0
MIR194-1	9
RAB3GAP2	90
MIR664	0
SNORA36B	0
AURKAPS1	0
MARK1	0
C1orf115	0
MARC2	0
MARC1	0
LOC101930644	0
RP11-295M18.2	0
HLX-AS1	0
HLX	0
LOC101929750	0
C1orf140	0
DUSP10	202
RP11-191N8.2	0
TRNAT19	0
LOC101926901	0
LOC102723986	0
HHIPL2	0
TAF1A	0
LOC100506161	0
MIA3	163
AIDA	1
BROX	64
FAM177B	0
LOC102724017	1
DISP1	0
LOC102724046	0
TLR5	0
SUSD4	0
C1orf65	0
CAPN8	35
CAPN8-2	131
CAPN2	562
TP53BP2	39
LOC101060626	0
LOC441124	0
LOC101927054	0
LOC100288102	0
LOC101926980	7
LOC100287497	0
FBXO28	387
DEGS1	555
LOC101927143	0
RP11-365O16.6	0
NVL	85
MIR320B2	0
CNIH4	210
LOC101927185	0
WDR26	0
MIR4742	0
LOC101928291	6
CNIH3	0
LOC102723817	0
DNAH14	38
LBR	157
ENAH	277
LOC102723834	0
SRP9	208
EPHX1	2
TMEM63A	152
LEFTY1	0
PYCR2	25
MIR6741	1
LEFTY2	0
SDE2	45
H3F3A	30
ACBD3	251
LOC101927247	0
MIXL1	0
LIN9	7
PARP1	162
C1orf95	0
ITPKB	59
ITPKB-IT1	0
PSEN2	13
ADCK3	282
CDC42BPA	157
ZNF678	71
LOC100130093	9
JMJD4	4
SNAP47	256
PRSS38	0
WNT9A	1
MIR5008	0
LOC728728	1
WNT3A	0
LOC100506571	13
ARF1	1900
MIR3620	38
C1orf35	116
MRPL55	130
GUK1	465
GJC2	0
IBA57-AS1	0
IBA57	1
C1orf145	0
OBSCN	0
LOC101927401	0
TRIM11	70
MIR6742	0
TRIM17	0
HIST3H3	0
HIST3H2A	19
HIST3H2BB	0
MIR4666A	0
RNF187	48
BTNL10	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RHOU	1
DUSP5P1	0
RNA5S17	0
LOC102723935	0
RAB4A	89
SPHAR	0
CCSAP	49
ACTA1	0
NUP133	50
RP4-613A2.1	0
ABCB10	26
TAF5L	56
URB2	41
LOC101927504	0
LOC101927532	0
GALNT2	70
PGBD5	0
LOC101927553	0
COG2	125
AGT	0
CAPN9	0
C1orf198	676
LOC101927576	0
RP5-858B6.3	0
TTC13	44
ARV1	58
LOC102724026	0
FAM89A	0
MIR1182	0
TRIM67	18
RP5-1097F14.3	0
C1orf131	18
GNPAT	203
EXOC8	6
SPRTN	43
EGLN1	65
LOC102724041	0
SNRPD2P2	0
TSNAX-DISC1	41
TSNAX	41
LINC00582	0
DISC1	0
DISC2	0
LOC101927660	0
SIPA1L2	32
RP11-66A2.2	0
MAP10	0
LOC101927711	0
NTPCR	0
PCNXL2	119
LOC101927736	0
KIAA1804	177
KCNK1	176
MIR4427	0
SLC35F3	0
LOC102724100	0
MIR4671	0
LOC101927765	6
COA6	16
TARBP1	33
RP5-855F14.1	0
IRF2BP2	348
LINC00184	0
RP4-781K5.4	0
LINC01132	62
PP2672	0
LOC731656	21
TOMM20	225
SNORA14B	0
RBM34	36
ARID4B	351
MIR4753	0
GGPS1	104
TBCE	5
B3GALNT2	22
GNG4	0
LOC101927906	0
LYST	141
MIR1537	0
NID1	0
GPR137B	19
ERO1LB	4
EDARADD	57
LGALS8	11
LGALS8-AS1	1
HEATR1	83
ACTN2	0
MTR	3
MT1HL1	0
RYR2	0
MIR4428	0
RP11-193H5.1	0
ZP4	0
LINC01139	0
LOC102724174	0
CHRM3	0
CHRM3-AS2	0
CHRM3-AS1	0
RPS7P5	0
FMN2	0
GREM2	0
LOC100506929	0
RGS7	0
MIR3123	0
FH	266
KMO	119
OPN3	49
CHML	7
WDR64	4
EXO1	0
MAP1LC3C	0
PLD5	0
RP11-261C10.3	0
CEP170	7
SDCCAG8	83
MIR4677	0
LOC102724256	0
AKT3	0
RP11-278H7.1	0
ZBTB18	4
LOC440742	0
C1orf100	0
ADSS	104
C1orf101	0
DESI2	102
COX20	80
HNRNPU-AS1	101
HNRNPU	296
LOC101928068	0
EFCAB2	0
KIF26B	0
SMYD3	0
LOC101928089	0
RP11-690C23.2	0
TFB2M	76
CNST	0
LOC101928139	0
LOC102724382	0
SCCPDH	0
KIF28P	0
LOC149134	0
AHCTF1	0
ZNF695	0
ZNF670-ZNF695	0
ZNF670	0
ZNF669	17
FLJ39095	0
C1orf229	0
ZNF124	43
MIR3916	0
VN1R5	0
ZNF496	0
LOC102724425	0
NLRP3	0
OR2B11	0
OR2W5	0
GCSAML	0
GCSAML-AS1	0
OR2C3	0
LOC102724435	0
OR2G2	0
OR2G3	0
LOC102724446	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
TRIM58	0
OR2W3	0
OR2T8	0
OR2L13	0
OR2L8	0
OR2AK2	0
OR2L1P	0
OR2L5	0
OR2L2	0
OR2L3	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
LOC101928226	0
LYPD8	0
SH3BP5L	0
MIR3124	0
ZNF672	5
ZNF692	49
TRNAL19	0
TRNAE24	0
PGBD2	22
LOC102723376	0
LOC102723363	0
TUBB8	0
ZMYND11	93
DIP2C	0
LOC101930421	0
MIR5699	0
PRR26	24
LARP4B	0
LOC101927762	0
GTPBP4	124
IDI2	0
IDI2-AS1	0
LOC102723422	8
IDI1	36
WDR37	4
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LOC101929564	0
LINC00700	0
MIR6072	0
LINC00701	0
LOC101927824	0
PFKP	103
LOC101927848	0
PITRM1	3
PITRM1-AS1	1
LOC101927880	0
KLF6	2435
LOC101927904	0
MIR6078	0
LOC101927946	0
RP11-433J20.1	0
LINC00702	0
LINC00703	0
LINC00704	0
LINC00705	0
AKR1E2	0
AKR1C6P	0
LOC101928027	0
AKR1C1	0
AKR1C2	0
LOC101928051	0
AKR1C3	0
AKR1CL1	0
AKR1C4	0
UCN3	0
TUBAL3	0
NET1	61
CALML5	0
CALML3	0
LOC102723629	0
LOC102723615	0
ASB13	0
FAM208B	95
GDI2	525
TRNAV26	0
ANKRD16	0
FBXO18	69
IL15RA	0
IL2RA	0
LOC102723642	0
RBM17	30
LOC101928080	0
PFKFB3	0
MIR3155A	0
MIR3155B	0
RP11-563J2.2	0
DKFZp667F0711	0
PRKCQ	0
LOC102723695	0
PRKCQ-AS1	0
LOC101928130	0
LOC102723721	0
LINC00706	0
LINC00707	0
SFMBT2	0
ITIH5	0
LOC101928171	0
ITIH2	0
KIN	0
ATP5C1	476
LOC101928197	0
TAF3	0
GATA3	92
GATA3-AS1	0
LINC00708	0
LOC101928272	0
LINC00709	0
RP5-933E2.1	0
RP11-271F18.4	0
SFTA1P	0
CELF2	0
LINC00710	0
CELF2-AS2	0
CELF2-AS1	0
USP6NL	22
USP6NL-IT1	0
LOC439951	3
ECHDC3	8
PROSER2	0
PROSER2-AS1	0
UPF2	76
DHTKD1	50
SEC61A2	20
MIR548AK	0
NUDT5	156
CDC123	68
CAMK1D	0
MIR4480	0
MIR4481	0
MIR548Q	0
LOC283070	0
CCDC3	0
OPTN	82
MCM10	0
RNU6-2	0
UCMA	0
PHYH	95
SEPHS1	10
LOC102723860	0
BEND7	11
PRPF18	39
FRMD4A	3
LOC101928524	0
LOC102723887	0
RP11-397C18.2	0
MIR4293	0
MIR1265	0
FAM107B	21
CDNF	5
HSPA14	5
SUV39H2	12
DCLRE1C	74
MEIG1	0
LOC101928562	0
OLAH	0
ACBD7	0
C10orf111	21
RPP38	161
NMT2	7
PPIAP30	0
LOC102724013	0
LOC101928623	0
FAM171A1	0
LOC101928655	0
ITGA8	0
LOC101928678	0
FAM188A	82
LOC102724039	0
PTER	0
C1QL3	0
LOC101928701	0
RSU1	30
CUBN	0
TRDMT1	0
VIM-AS1	0
VIM	0
ST8SIA6	0
ST8SIA6-AS1	0
PTPLA	0
STAM	35
TMEM236	0
MRC1	0
MIR511-1	0
SLC39A12	0
RP11-110H10.2	0
CACNB2	0
NSUN6	0
LOC102724059	0
ARL5B	29
MALRD1	0
LOC102724082	0
RP11-354E11.2	0
PLXDC2	0
MIR4675	0
NEBL	54
C10orf113	7
NEBL-AS1	1
RNU6-15P	0
CASC10	0
MIR1915	0
SKIDA1	0
MLLT10	54
DNAJC1	69
EBLN1	0
TRNAN11	0
LOC100130992	0
COMMD3	31
COMMD3-BMI1	63
BMI1	51
SPAG6	0
LOC100499489	0
LOC100289455	0
PIP4K2A	0
LOC101928970	0
ARMC3	0
MSRB2	0
PTF1A	0
C10orf115	0
C10orf67	0
MIR1254-2	0
OTUD1	38
KIAA1217	452
MIR603	0
LOC101928997	8
ARHGAP21	2
PRTFDC1	0
ENKUR	0
THNSL1	0
RP11-80K21.3	0
GPR158-AS1	0
GPR158	0
LINC00836	0
RP11-435M3.2	0
MYO3A	0
GAD2	0
APBB1IP	0
LOC101929117	0
LINC00264	0
LOC102724202	0
LINC00202-2	0
PDSS1	0
ABI1	162
LINC00202-1	0
LOC101929149	0
LOC102724218	0
ANKRD26	1
YME1L1	185
MASTL	28
ACBD5	25
LRRC37A6P	0
ARMC4P1	0
LOC102724245	0
LOC101929180	0
PTCHD3	0
RAB18	145
MKX	0
LOC101929202	0
ARMC4	0
MPP7	9
MIR8086	0
WAC-AS1	63
WAC	63
BAMBI	657
LINC00837	0
RP11-478H13.3	0
C10orf126	0
LOC101929236	9
LYZL1	0
PTCHD3P1	0
SVIL	3
LOC102724316	0
MIR604	0
MIR938	0
LOC102724333	0
KIAA1462	0
LOC101929256	0
LOC101929279	0
MTPAP	108
MIR7162	0
MAP3K8	139
LYZL2	0
SVILP1	0
ZNF438	0
LOC101929352	0
LOC101929946	0
ZEB1-AS1	0
ZEB1	0
LOC100996668	0
LOC100505502	0
LOC646034	0
ARHGAP12	164
KIF5B	621
EPC1	62
LOC102031319	0
LOC101929431	0
CCDC7	20
ITGB1	554
LOC101929475	0
LOC101929447	0
NRP1	34
LINC00838	0
PARD3	105
PARD3-AS1	0
CUL2	72
MIR3611	0
CREM	2
CCNY	79
GJD4	0
FZD8	0
MIR4683	0
PCAT5	0
ANKRD30A	0
LOC102724509	0
LOC101929498	0
LINC00993	0
MTRNR2L7	2
LOC102724533	0
ZNF248	9
ZNF33BP1	0
