Geneid	Br37_2
NDUFAF4	0
KLHL32	0
MMS22L	0
RP1-104O17.1	0
MIR2113	0
LOC101927335	0
POU3F2	0
FBXL4	0
MIR548AI	0
FAXC	0
COQ3	0
PNISR	85
RP11-98I9.4	1
USP45	0
TSTD3	0
CCNC	22
PRDM13	0
MCHR2	0
MCHR2-AS1	1
SIM1	0
LOC102724406	0
ASCC3	34
LOC102724422	0
GRIK2	0
LOC101927388	0
LOC102724443	0
HACE1	0
LINC00577	0
LIN28B	0
BVES	0
BVES-AS1	0
POPDC3	0
PREP	0
LOC102724460	0
PRDM1	0
ATG5	0
AIM1	41
LOC101927405	0
RTN4IP1	0
QRSL1	0
RP1-60O19.1	0
MIR587	0
CD24	734
LOC102724492	0
C6orf203	0
BEND3	0
PDSS2	0
SOBP	0
SCML4	0
LOC101927442	0
SEC63	165
OSTM1	30
OSTM1-AS1	0
NR2E1	0
SNX3	207
LACE1	0
FOXO3	83
LINC00222	0
ARMC2	0
ARMC2-AS1	0
SESN1	0
CEP57L1	21
LOC100996634	0
CCDC162P	0
LOC101927538	0
CD164	1085
PPIL6	1
SMPD2	1
MICAL1	0
ZBTB24	0
AK9	0
FIG4	0
GPR6	0
WASF1	0
CDC40	12
METTL24	0
LOC102724586	0
DDO	0
SLC22A16	0
CDK19	0
AMD1	14
GTF3C6	39
RPF2	16
GSTM2P1	0
SLC16A10	0
KIAA1919	0
REV3L	0
TRAF3IP2-AS1	0
TRAF3IP2	2
FYN	0
LOC102724705	0
LOC102724646	0
WISP3	0
TUBE1	0
FAM229B	0
LAMA4	0
RP11-506B6.6	0
RFPL4B	0
LOC101927664	0
LOC102724704	0
LOC101927686	0
MARCKS	46
RP1-249H1.4	0
FLJ34503	0
HDAC2	28
RP3-399L15.3	0
HS3ST5	0
LOC101927794	0
FRK	16
LOC101927818	0
TPI1P3	0
NT5DC1	9
COL10A1	0
TSPYL4	0
TSPYL1	63
DSE	0
LOC100287467	0
FAM26F	0
TRAPPC3L	0
FAM26E	0
FAM26D	0
RWDD1	10
RSPH4A	0
ZUFSP	24
KPNA5	0
FAM162B	0
GPRC6A	0
RFX6	0
VGLL2	0
ROS1	0
DCBLD1	0
GOPC	0
LOC101927919	0
NUS1	0
SLC35F1	0
LOC102724896	0
CEP85L	0
BRD7P3	0
PLN	0
LOC101927940	0
LOC100287632	0
MCM9	0
ASF1A	21
FAM184A	0
MIR548B	0
MAN1A1	86
LOC285762	0
LOC101927959	0
MIR3144	0
TBC1D32	1
GJA1	0
HSF2	0
SERINC1	80
PKIB	3
FABP7	0
SMPDL3A	0
LOC102724729	0
CLVS2	0
TRDN	0
RP11-532N4.2	0
NKAIN2	0
STL	0
RNF217	0
TPD52L1	87
LOC100126584	0
HDDC2	2
LOC102723327	0
LOC102723341	0
RP1-293L8.2	0
HEY2	0
TRNAE19	0
NCOA7	6
HINT3	10
TRMT11	0
LOC102723353	0
LOC101928096	0
CENPW	1
MIR588	0
RSPO3	0
RNF146	12
ECHDC1	41
SOGA3	0
KIAA0408	0
LOC101928121	0
C6orf58	0
THEMIS	0
PTPRK	28
RP11-103C16.2	2
LAMA2	0
LOC102723409	0
ARHGAP18	11
TMEM244	0
L3MBTL3	0
SAMD3	0
TMEM200A	0
SMLR1	0
EPB41L2	22
LOC102723445	0
AKAP7	0
ARG1	0
MED23	29
ENPP3	0
OR2A4	0
CTAGE9	2
MIR548H5	0
ENPP1	12
CTGF	0
MIR548AJ1	0
LINC01013	0
MOXD1	0
STX7	54
TAAR9	0
TAAR8	0
TAAR6	0
TAAR5	0
TAAR3	0
TAAR2	0
TAAR1	0
VNN1	0
VNN3	0
VNN2	0
SLC18B1	0
RPS12	220
SNORD101	0
SNORD100	0
SNORA33	0
LINC00326	0
LOC102724752	0
EYA4	0
RP3-323P13.2	0
MGC34034	0
TCF21	0
TBPL1	0
SLC2A12	0
HMGA1P7	0
SGK1	0
LOC102723463	0
LOC101928231	0
LINC01010	0
LOC101928249	0
RP11-557H15.4	0
LOC101928277	0
ALDH8A1	13
HBS1L	78
MIR3662	0
MYB	0
MIR548A2	0
AHI1	2
LINC00271	0
LOC101928326	0
PDE7B	0
LOC101928373	0
RP13-143G15.3	0
MTFR2	4
BCLAF1	136
MAP7	118
MAP3K5	0
RP3-325F22.3	0
LOC101928429	0
PEX7	0
SLC35D3	0
NHEG1	0
IL20RA	0
IL22RA2	0
IFNGR1	50
LOC102723633	0
OLIG3	0
LOC102723649	0
RP11-356I2.4	0
TNFAIP3	60
PERP	545
KIAA1244	315
PBOV1	0
HEBP2	13
NHSL1	0
MIR3145	0
FLJ46906	0
LOC100507462	1
CCDC28A	0
ECT2L	0
REPS1	11
ABRACL	48
HECA	1
TXLNB	32
LOC102723690	0
CITED2	0
RP11-12A2.3	0
LOC100132735	0
RP3-332B22.1	0
MIR3668	0
MIR4465	0
LOC102723724	0
NMBR	0
VTA1	102
GPR126	0
RP11-440G9.1	0
HIVEP2	0
RP11-439L18.3	0
AIG1	5
ADAT2	0
PEX3	0
FUCA2	6
RP11-436I24.1	0
PHACTR2	0
LTV1	0
ZC2HC1B	0
PLAGL1	0
HYMAI	0
SF3B5	30
STX11	0
TRNAL29	0
UTRN	6
TRNAQ32	0
EPM2A	0
RP11-545I5.3	15
FBXO30	0
SHPRH	17
LOC101928598	0
GRM1	0
RAB32	50
RP11-715G15.1	0
ADGB	0
KATNBL1P6	13
STXBP5-AS1	0
STXBP5	69
SAMD5	0
SASH1	116
UST	38
RP11-162J8.2	0
LOC101928683	0
TAB2	149
SUMO4	0
ZC3H12D	0
PPIL4	47
GINM1	38
RPS18P9	3
KATNA1	0
LATS1	25
LOC645967	0
NUP43	9
PCMT1	375
LRP11	0
RAET1E-AS1	0
RAET1E	0
RAET1G	0
ULBP2	0
ULBP1	0
RAET1K	0
RAET1L	16
ULBP3	0
PPP1R14C	0
IYD	0
PLEKHG1	0
MTHFD1L	0
LOC102723831	0
AKAP12	0
ZBTB2	39
RMND1	0
C6orf211	0
CCDC170	0
ESR1	0
SYNE1	0
MYCT1	0
VIP	0
FBXO5	0
MTRF1L	38
RGS17	0
LOC100996290	0
OPRM1	0
IPCEF1	0
CNKSR3	1
LOC101928868	0
SCAF8	50
MIR1273C	0
TIAM2	0
LOC101928899	0
TFB1M	0
CLDN20	0
NOX3	0
LOC101928923	0
MIR1202	0
ARID1B	23
MIR4466	0
TMEM242	45
LOC101928946	0
ZDHHC14	0
MIR3692	0
SNX9	40
SYNJ2	0
SYNJ2-IT1	0
SERAC1	0
GTF2H5	27
TULP4	196
TMEM181	236
MIR7161	7
DYNLT1	550
SYTL3	0
MIR3918	0
EZR	2032
EZR-AS1	34
OSTCP1	2
C6orf99	0
RSPH3	44
TAGAP	0
LOC101929094	0
RP11-13P5.2	0
FNDC1	0
LOC102724053	0
LOC101929142	0
FLJ27255	0
SOD2	31
WTAP	55
LOC100129518	1
ACAT2	53
TCP1	267
SNORA20	0
SNORA29	0
MRPL18	98
PNLDC1	0
MAS1	0
IGF2R	111
AIRN	0
LOC729603	1
SLC22A1	0
SLC22A2	0
SLC22A3	0
LPAL2	0
LPA	0
PLG	0
LOC102724087	0
MAP3K4	45
AGPAT4	0
AGPAT4-IT1	0
PARK2	0
PACRG	0
RP1-257A15.1	0
LOC729658	0
PACRG-AS1	0
DKFZp451B082	0
CAHM	0
QKI	50
LOC102724152	0
C6orf118	0
PDE10A	0
LINC00473	0
LINC00602	0
T	0
PRR18	0
SFT2D1	29
LOC102724169	0
LOC100289495	0
MPC1	0
RPS6KA2	86
RPS6KA2-IT1	0
MIR1913	0
RPS6KA2-AS1	0
RNASET2	80
MIR3939	0
FGFR1OP	0
CCR6	0
GPR31	0
TCP10L2	0
LOC102724205	0
LOC102724220	0
UNC93A	0
TTLL2	0
TCP10	0
LOC401286	0
C6orf123	0
LOC441179	0
MLLT4-AS1	0
MLLT4	54
LOC101929844	0
HGC6.3	0
KIF25-AS1	0
KIF25	0
FRMD1	0
RP11-503C24.4	0
DACT2	0
SMOC2	0
LOC101929442	0
LOC101929460	0
LOC102724357	0
LOC101929484	0
RP11-417E7.2	0
LOC101929523	1
THBS2	0
DKFZp686L13185	0
WDR27	5
C6orf120	10
PHF10	2
TCTE3	0
ERMARD	21
LINC00242	0
LINC00574	0
LOC100131532	0
LOC102724475	0
LOC101929614	0
LOC102724511	0
RP5-1086L22.1	0
FLJ38122	0
DLL1	0
FAM120B	38
MIR4644	0
LOC101929670	0
LOC101929891	0
PSMB1	469
TBP	80
PDCD2	56
LOC101929692	0
TRNAV18-2	0
TRNAR24-2	0
TRNAK29-2	0
TRNAA11-2	0
TRNAF8-2	0
TRNAF4-2	0
TRNAA19-2	0
TRNAF3-2	0
TRNAA34-2	0
TRNAA1-2	0
TRNAF5-2	0
TRNAA6-2	0
TRNAA10-2	0
TRNAF9-2	0
TRNAA13-2	0
LOC401242-2	0
TRNAA27-2	0
TRNAR9-2	0
TRNAL-CAA-2	0
HCG14-2	0
TRIM27-2	0
TRNAF7-2	0
TRNAE6-2	0
HCG16-2	0
HCG16-3	0
TRNAL17-2	0
ZNF311-2	0
LOC100129636-2	0
OR2W1-2	0
OR2B3-2	0
OR2J3-2	0
OR2J2-2	0
OR14J1-2	0
OR11A1-2	0
OR10C1-2	0
OR2H1-2	0
MAS1L-2	0
LINC01015-2	0
UBD-2	0
SNORD32B-2	0
OR2H2-2	0
GABBR1-2	0
MOG-2	0
ZFP57-2	0
HCG4-2	0
LOC554223-2	0
HLA-G-2	0
HLA-H-2	0
HCG4B-2	0
HLA-A-2	0
ZNRD1-AS1-2	0
HLA-J-2	0
HCG8-2	0
ZNRD1-2	0
PPP1R11-2	0
RNF39-2	0
TRIM31-2	0
TRIM40-2	0
TRIM10-2	0
TRIM15-2	0
TRIM26-2	0
HCG17-2	0
HCG18-2	0
TRIM39-2	0
TRIM39-RPP21-2	0
RPP21-2	0
GNL1-2	0
DHX16-2	0
PPP1R18-2	0
NRM-2	0
MDC1-2	0
TUBB-2	0
FLOT1-2	0
DDR1-2	0
MUC21-2	0
MUC22-2	0
HCG22-2	0
MICB-2	0
MCCD1-2	0
DDX39B-2	0
ATP6V1G2-DDX39B-2	0
SNORD117-2	0
TNF-2	0
LTB-2	0
LST1-2	0
NCR3-2	0
MSH5-2	0
MSH5-SAPCD1-2	0
SAPCD1-2	0
VWA7-2	0
VARS-2	0
LSM2-2	0
HSPA1L-2	0
HSPA1A-2	0
HSPA1B-2	0
C6orf48-2	0
SNORD48-2	0
SNORD52-2	0
NEU1-2	0
SLC44A4-2	0
EHMT2-2	0
TNXB-2	0
PRRT1-2	0
LOC100507547-2	0
PPT2-2	0
PPT2-EGFL8-2	0
EGFL8-2	0
AGPAT1-2	0
MIR6721-2	0
RNF5-2	0
MIR6833-2	0
AGER-2	0
PBX2-2	0
GPSM3-2	0
NOTCH4-2	0
C6orf10-2	0
HCG23-2	0
BTNL2-2	0
LOC101929163	0
HLA-DRB3	0
HLA-DQA2-2	0
MIR3135B-2	0
HLA-DQB2-2	0
HLA-DOB-2	0
TAP2-2	0
PSMB8-2	0
TAPSAR1-2	0
TAP1-2	0
PSMB9-2	0
LOC100294145-2	0
HLA-DMB-2	0
HLA-DMA-2	0
HLA-DPA1-2	0
HLA-DPB1-2	0
HLA-DPB2-2	0
GPX6-2	0
GPX5-2	0
TRNAI21-2	0
TRNAR7-2	0
SCAND3-2	0
TRNAQ12-2	0
TRNAS17-2	0
TRNAA28-2	0
TRNAA15-2	0
TRNAT17-2	0
TRNAA7-2	0
TRNAA40-2	0
TRNAA38-2	0
TRNAA8-2	0
TRNAA12-2	0
TRNAT21-2	0
TRNAA5-2	0
TRNAV18-3	0
TRNAR24-3	0
TRNAK29-3	0
TRNAA11-3	0
TRNAF8-3	0
TRNAF4-3	0
TRNAA19-3	0
TRNAF3-3	0
TRNAA34-3	0
TRNAA1-3	0
TRNAF5-3	0
TRNAA6-3	0
TRNAA10-3	0
TRNAF9-3	0
TRNAA13-3	0
LOC401242-3	0
TRNAA27-3	0
TRNAR9-3	0
TRNAL-CAA-3	0
HCG14-3	0
TRIM27-3	0
TRNAL22-2	0
TRNAQ11-2	0
TRNAL20-2	0
C6orf100-2	0
TRNAM12-2	0
TRNAK22-2	0
TRNAM8-2	0
TRNAF7-3	0
TRNAE6-3	0
HCG16-4	0
TRNAL17-3	0
ZNF311-3	0
LOC100129636-3	0
OR2W1-3	0
OR2B3-3	0
OR2J3-3	0
OR2J2-3	0
LOC101929006-2	0
LOC102724952-2	0
OR14J1-3	0
OR5V1-2	0
OR12D3-2	0
OR12D2-2	0
OR11A1-3	0
OR10C1-3	0
OR2H1-3	0
MAS1L-3	0
LINC01015-3	0
UBD-3	0
SNORD32B-3	0
OR2H2-3	0
GABBR1-3	0
MOG-3	0
ZFP57-3	0
HLA-F-2	0
HLA-F-AS1-2	0
IFITM4P-2	0
HCG4-3	0
LOC554223-3	0
HLA-G-3	0
HLA-H-3	0
HCG4B-3	0
HLA-A-3	0
HCG9-2	0
ZNRD1-AS1-3	0
HLA-J-3	0
HCG8-3	0
ZNRD1-3	0
PPP1R11-3	0
RNF39-3	0
TRIM31-3	0
TRIM40-3	0
TRIM10-3	0
TRIM15-3	0
TRIM26-3	0
HCG17-3	0
HLA-L-2	0
HCG18-3	0
TRIM39-3	0
TRIM39-RPP21-3	0
RPP21-3	0
HLA-E-2	0
GNL1-3	0
PRR3-2	0
ABCF1-2	0
MIR877-2	0
PPP1R10-2	0
MRPS18B-2	0
ATAT1-2	0
C6orf136-2	0
DHX16-3	0
PPP1R18-3	0
NRM-3	0
MDC1-3	0
TUBB-3	0
FLOT1-3	0
IER3-2	0
LINC00243-2	0
DDR1-3	0
MIR4640-2	0
GTF2H4-2	0
VARS2-2	0
SFTA2-2	0
DPCR1-2	0
LOC102723346-2	0
MUC21-3	0
MUC22-3	0
HCG22-3	0
C6orf15-2	0
PSORS1C1-2	0
CDSN-2	0
PSORS1C2-2	0
CCHCR1-2	0
TCF19-2	0
POU5F1-2	0
PSORS1C3-2	0
HCG27-2	0
HLA-C-2	0
HLA-B-2	0
MIR6891-2	0
LOC101929072-2	0
MICA-2	0
LINC01149-2	0
HCP5-2	0
HCG26-2	0
MICB-3	0
MCCD1-3	0
DDX39B-3	0
ATP6V1G2-DDX39B-3	0
SNORD117-3	0
SNORD84-2	0
ATP6V1G2-2	0
NFKBIL1-2	0
LTA-2	0
TNF-3	0
LTB-3	0
LST1-3	0
NCR3-3	0
AIF1-2	0
PRRC2A-2	0
SNORA38-2	0
MIR6832-2	0
BAG6-2	0
APOM-2	0
C6orf47-2	0
GPANK1-2	0
CSNK2B-2	0
LY6G5B-2	0
LY6G5C-2	0
ABHD16A-2	0
MIR4646-2	0
LY6G6F-2	0
LY6G6E-2	0
LY6G6D-2	0
LY6G6C-2	0
C6orf25-2	0
DDAH2-2	0
CLIC1-2	0
MSH5-3	0
MSH5-SAPCD1-3	0
SAPCD1-3	0
VWA7-3	0
VARS-3	0
LSM2-3	0
HSPA1L-3	0
HSPA1A-3	0
HSPA1B-3	0
C6orf48-3	0
SNORD48-3	0
SNORD52-3	0
NEU1-3	0
SLC44A4-3	0
EHMT2-3	0
C2-2	0
ZBTB12-2	0
LOC102060414-2	0
CFB-2	0
NELFE-2	0
SKIV2L-2	0
DXO-2	0
STK19-2	0
C4B-2	0
CYP21A2-2	0
TNXB-3	0
ATF6B-2	0
FKBPL-2	0
PRRT1-3	0
LOC100507547-3	0
PPT2-3	0
PPT2-EGFL8-3	0
EGFL8-3	0
AGPAT1-3	0
MIR6721-3	0
RNF5-3	0
MIR6833-3	0
AGER-3	0
PBX2-3	0
GPSM3-3	0
NOTCH4-3	0
C6orf10-3	0
HCG23-3	0
BTNL2-3	0
LOC101929163-2	0
HLA-DRA-2	0
HLA-DRB3-2	0
HLA-DRB1-2	0
HLA-DQA1-2	0
HLA-DQB1-2	0
LOC102725019	0
HLA-DQA2-3	0
MIR3135B-3	0
HLA-DQB2-3	0
HLA-DOB-3	0
TAP2-3	0
PSMB8-3	0
TAPSAR1-3	0
TAP1-3	0
PSMB9-3	0
LOC100294145-3	0
HLA-DMB-3	0
HLA-DMA-3	0
BRD2-2	0
HLA-DOA-2	0
HLA-DPA1-3	0
HLA-DPB1-3	0
HLA-DPB2-3	0
COL11A2-2	0
RXRB-2	0
SLC39A7-2	0
HSD17B8-2	0
MIR219-1-2	0
RING1-2	0
HCG25-2	0
VPS52-2	0
RPS18-2	0
B3GALT4-2	0
WDR46-2	0
MIR6873-2	0
PFDN6-2	0
MIR6834-2	0
RGL2-2	0
TAPBP-2	0
ZBTB22-2	0
DAXX-2	0
LOC102723452-2	0
TRNAV18-4	0
TRNAR24-4	0
TRNAK29-4	0
TRNAA11-4	0
TRNAF8-4	0
TRNAF4-4	0
TRNAA19-4	0
TRNAF3-4	0
TRNAA34-4	0
TRNAA1-4	0
TRNAF5-4	0
TRNAA6-4	0
TRNAA10-4	0
TRNAF9-4	0
TRNAA13-4	0
LOC401242-4	0
TRNAA27-4	0
TRNAF7-4	0
TRNAE6-4	0
HCG16-5	0
HCG16-6	0
TRNAL17-4	0
ZNF311-4	0
LOC100129636-4	0
OR2W1-4	0
OR2B3-4	0
OR2J3-4	0
OR2J2-4	0
LOC101929006-3	0
LOC102724952-3	0
OR14J1-4	0
OR12D3-3	0
OR12D2-3	0
OR11A1-4	0
OR10C1-4	0
OR2H1-4	0
MAS1L-4	0
LINC01015-4	0
UBD-4	0
SNORD32B-4	0
OR2H2-4	0
GABBR1-4	0
MOG-4	0
ZFP57-4	0
HLA-F-3	0
HLA-F-AS1-3	0
IFITM4P-3	0
HCG4-4	0
LOC554223-4	0
HLA-G-4	0
HLA-H-4	0
HCG4B-4	0
HLA-A-4	0
HCG9-3	0
ZNRD1-AS1-4	0
HLA-J-4	0
HCG8-4	0
ZNRD1-4	0
PPP1R11-4	0
RNF39-4	0
TRIM31-4	0
TRIM40-4	0
TRIM10-4	0
TRIM15-4	0
TRIM26-4	0
HCG17-4	0
HLA-L-3	0
HCG18-4	0
TRIM39-4	0
TRIM39-RPP21-4	0
RPP21-4	0
HLA-E-3	0
GNL1-4	0
PRR3-3	0
ABCF1-3	0
MIR877-3	0
PPP1R10-3	0
MRPS18B-3	0
ATAT1-3	0
C6orf136-3	0
DHX16-4	0
PPP1R18-4	0
NRM-4	0
MDC1-4	0
TUBB-4	0
FLOT1-4	0
IER3-3	0
LINC00243-3	0
DDR1-4	0
MIR4640-3	0
GTF2H4-3	0
VARS2-3	0
SFTA2-3	0
DPCR1-3	0
LOC102723346-3	0
MUC21-4	0
MUC22-4	0
HCG22-4	0
C6orf15-3	0
PSORS1C1-3	0
CDSN-3	0
PSORS1C2-3	0
CCHCR1-3	0
TCF19-3	0
POU5F1-3	0
PSORS1C3-3	0
HCG27-3	0
HLA-C-3	0
LOC101929772	0
HCG26-3	0
MICB-4	0
MCCD1-4	0
DDX39B-4	0
ATP6V1G2-DDX39B-4	0
SNORD117-4	0
SNORD84-3	0
ATP6V1G2-3	0
NFKBIL1-3	0
LTA-3	0
TNF-4	0
LTB-4	0
LST1-4	0
NCR3-4	0
AIF1-3	0
PRRC2A-3	0
SNORA38-3	0
MIR6832-3	0
BAG6-3	0
APOM-3	0
C6orf47-3	0
GPANK1-3	0
CSNK2B-3	0
LY6G5B-3	0
LY6G5C-3	0
ABHD16A-3	0
MIR4646-3	0
LY6G6F-3	0
LY6G6E-3	0
LY6G6D-3	0
LY6G6C-3	0
C6orf25-3	0
DDAH2-3	0
CLIC1-3	0
MSH5-4	0
MSH5-SAPCD1-4	0
SAPCD1-4	0
VWA7-4	0
VARS-4	0
LSM2-4	0
HSPA1L-4	0
HSPA1A-4	0
HSPA1B-4	0
C6orf48-4	0
SNORD48-4	0
SNORD52-4	0
NEU1-4	0
SLC44A4-4	0
EHMT2-4	0
C2-3	0
ZBTB12-3	0
LOC102060414-3	0
CFB-3	0
NELFE-3	0
MIR1236-2	0
SKIV2L-3	0
DXO-3	0
STK19-3	0
C4A-2	0
CYP21A1P-2	0
TNXA-2	0
C4B-3	0
CYP21A2-3	0
TNXB-4	0
ATF6B-3	0
FKBPL-3	0
LOC102725026	0
PRRT1-4	0
LOC100507547-4	0
PPT2-4	0
PPT2-EGFL8-4	0
C6orf10-4	0
HCG23-4	0
BTNL2-4	0
LOC101929163-3	0
HLA-DRA-3	0
HLA-DRB1-3	0
HLA-DQA1-3	0
HLA-DQB1-3	0
HLA-DQA2-4	0
MIR3135B-4	0
HLA-DQB2-4	0
HLA-DOB-4	0
TAP2-4	0
PSMB8-4	0
TAPSAR1-4	0
TAP1-4	0
PSMB9-4	0
LOC100294145-4	0
HLA-DMB-4	0
BRD2-3	0
HLA-DMA-4	0
HLA-DOA-3	0
HLA-DPA1-4	0
HLA-DPB1-4	0
HLA-DPB2-4	0
COL11A2-3	0
RXRB-3	0
SLC39A7-3	0
HSD17B8-3	0
MIR219-1-3	0
RING1-3	0
HCG25-3	0
VPS52-3	0
RPS18-3	0
B3GALT4-3	0
WDR46-3	0
MIR6873-3	0
PFDN6-3	0
MIR6834-3	0
RGL2-3	0
TAPBP-3	0
ZBTB22-3	0
DAXX-3	0
LOC102723452-3	0
TRNAV18-5	0
TRNAR24-5	0
TRNAK29-5	0
TRNAA11-5	0
TRNAF8-5	0
TRNAF4-5	0
TRNAA19-5	0
TRNAF3-5	0
TRNAA34-5	0
TRNAA1-5	0
TRNAF5-5	0
TRNAA6-5	0
TRNAA10-5	0
TRNAF9-5	0
TRNAA13-5	0
LOC401242-5	0
TRNAA27-5	0
TRIM27-4	0
TRNAL22-3	0
TRNAQ11-3	0
TRNAL20-3	0
C6orf100-3	0
TRNAM12-3	0
TRNAK22-3	0
TRNAM8-3	0
TRNAF7-5	0
TRNAE6-5	0
HCG16-7	0
HCG16-8	0
TRNAL17-5	0
ZNF311-5	0
LOC100129636-5	0
OR2W1-5	0
OR2B3-5	0
OR2J3-5	0
OR2J2-5	0
LOC102724952-4	0
OR14J1-5	0
OR5V1-3	0
OR12D3-4	0
OR12D2-4	0
OR11A1-5	0
OR10C1-5	0
OR2H1-5	0
MAS1L-5	0
LINC01015-5	0
UBD-5	0
SNORD32B-5	0
OR2H2-5	0
GABBR1-5	0
MOG-5	0
ZFP57-5	0
HLA-F-4	0
HLA-F-AS1-4	0
IFITM4P-4	0
HCG4-5	0
LOC554223-5	0
HLA-G-5	0
HLA-H-5	0
HCG4B-5	0
HLA-A-5	0
HCG9-4	0
ZNRD1-AS1-5	0
HLA-J-5	0
HCG8-5	0
ZNRD1-5	0
PPP1R11-5	0
RNF39-5	0
TRIM31-5	0
TRIM40-5	0
TRIM10-5	0
TRIM15-5	0
TRIM26-5	0
HCG17-5	0
HLA-L-4	0
HCG18-5	0
TRIM39-5	0
TRIM39-RPP21-5	0
RPP21-5	0
HLA-E-4	0
GNL1-5	0
PRR3-4	0
ABCF1-4	0
MIR877-4	0
PPP1R10-4	0
MRPS18B-4	0
ATAT1-4	0
C6orf136-4	0
DHX16-5	0
PPP1R18-5	0
NRM-5	0
MDC1-5	0
TUBB-5	0
FLOT1-5	0
IER3-4	0
LINC00243-4	0
DDR1-5	0
MIR4640-4	0
GTF2H4-4	0
VARS2-4	0
SFTA2-4	0
MUC21-5	0
MUC22-5	0
HCG22-5	0
C6orf15-4	0
PSORS1C1-4	0
CDSN-4	0
PSORS1C2-4	0
CCHCR1-4	0
TCF19-4	0
POU5F1-4	0
PSORS1C3-4	0
HLA-C-4	0
HLA-B-3	0
MIR6891-3	0
LOC101929072-3	0
MICA-3	0
LINC01149-3	0
MICB-5	0
MCCD1-5	0
ATP6V1G2-DDX39B-5	0
DDX39B-5	0
SNORD117-5	0
SNORD84-4	0
ATP6V1G2-4	0
NFKBIL1-4	0
LTA-4	0
TNF-5	0
LTB-5	0
LST1-5	0
NCR3-5	0
PRRC2A-4	0
SNORA38-4	0
MIR6832-4	0
BAG6-4	0
APOM-4	0
C6orf47-4	0
GPANK1-4	0
CSNK2B-4	0
LY6G5B-4	0
LY6G5C-4	0
ABHD16A-4	0
MIR4646-4	0
LY6G6F-4	0
LY6G6E-4	0
LY6G6D-4	0
LY6G6C-4	0
C6orf25-4	0
DDAH2-4	0
CLIC1-4	0
MSH5-5	0
MSH5-SAPCD1-5	0
NEU1-5	0
C2-4	0
LOC102060414-4	0
CFB-4	0
TNXB-5	0
PRRT1-5	0
LOC100507547-5	0
PPT2-5	0
PPT2-EGFL8-5	0
EGFL8-4	0
AGPAT1-4	0
MIR6721-4	0
RNF5-4	0
MIR6833-4	0
AGER-4	0
PBX2-4	0
GPSM3-4	0
NOTCH4-4	0
C6orf10-5	0
HCG23-5	0
BTNL2-5	0
LOC102725030	0
HLA-DRA-4	0
HLA-DRB4	0
HLA-DRB1-4	0
HLA-DQA1-4	0
HLA-DQB1-4	0
HLA-DQA2-5	0
MIR3135B-5	0
HLA-DQB2-5	0
TAP2-5	0
PSMB8-5	0
TAPSAR1-5	0
TAP1-5	0
PSMB9-5	0
LOC100294145-5	0
HLA-DMB-5	0
HLA-DMA-5	0
BRD2-4	0
HLA-DOA-4	0
HLA-DPA1-5	0
HLA-DPB1-5	0
HLA-DPB2-5	0
COL11A2-4	0
RXRB-4	0
SLC39A7-4	0
HSD17B8-4	0
MIR219-1-4	0
RING1-4	0
HCG25-4	0
VPS52-4	0
TRNAV18-6	0
TRNAR24-6	0
TRNAK29-6	0
TRNAA11-6	0
TRNAF8-6	0
TRNAF4-6	0
TRNAA19-6	0
TRNAF3-6	0
TRNAA34-6	0
TRNAA1-6	0
TRNAF5-6	0
TRNAA6-6	0
TRNAA10-6	0
TRNAF9-6	0
TRNAA13-6	0
LOC401242-6	0
TRNAA27-6	0
TRNAR9-4	0
TRNAL-CAA-4	0
HCG14-4	0
TRIM27-5	0
TRNAL22-4	0
TRNAQ11-4	0
TRNAL20-4	0
C6orf100-4	0
TRNAM12-4	0
TRNAK22-4	0
TRNAM8-4	0
LOC100129636-6	0
OR2W1-6	0
OR2B3-6	0
OR2J3-6	0
OR2J2-6	0
OR14J1-6	0
OR5V1-4	0
OR12D3-5	0
OR12D2-5	0
OR11A1-6	0
OR10C1-6	0
OR2H1-6	0
MAS1L-6	0
LINC01015-6	0
UBD-6	0
SNORD32B-6	0
OR2H2-6	0
GABBR1-6	0
MOG-6	0
ZFP57-6	0
HLA-F-5	0
HLA-F-AS1-5	0
IFITM4P-5	0
HCG4-6	0
LOC554223-6	0
HLA-G-6	0
HLA-H-6	0
HLA-A-6	0
HCG9-5	0
ZNRD1-AS1-6	0
HLA-J-6	0
HCG8-6	0
ZNRD1-6	0
PPP1R11-6	0
RNF39-6	0
TRIM31-6	0
TRIM40-6	0
TRIM10-6	0
TRIM15-6	0
TRIM26-6	0
HLA-E-5	0
GNL1-6	0
PRR3-5	0
ABCF1-5	0
MIR877-5	0
PPP1R10-5	0
MRPS18B-5	0
ATAT1-5	0
C6orf136-5	0
DHX16-6	0
PPP1R18-6	0
NRM-6	0
MDC1-6	0
TUBB-6	0
FLOT1-6	0
DDR1-6	0
MIR4640-5	0
GTF2H4-5	0
VARS2-5	0
SFTA2-5	0
DPCR1-4	0
MUC21-6	0
MUC22-6	0
HCG22-6	0
C6orf15-5	0
PSORS1C1-5	0
CDSN-5	0
PSORS1C2-5	0
CCHCR1-5	0
TCF19-5	0
POU5F1-5	0
PSORS1C3-5	0
HCG27-4	0
HLA-C-5	0
HLA-B-4	0
HCP5-3	0
HCG26-4	0
MICB-6	0
MCCD1-6	0
DDX39B-6	0
ATP6V1G2-DDX39B-6	0
SNORD117-6	0
SNORD84-5	0
ATP6V1G2-5	0
NFKBIL1-5	0
LTA-5	0
